11	11
Matrix with Random Values:
7	1	3	7	4	2	2	3	4	8	1
8	4	4	6	7	5	1	4	2	5	8
6	5	8	3	1	5	5	1	1	1	1
4	5	3	3	5	9	1	4	6	9	7
9	2	1	8	5	2	7	6	7	3	7
8	3	3	8	8	9	7	8	7	9	7
7	9	1	9	2	3	7	3	1	6	2
6	4	7	1	4	4	3	3	3	2	4
2	7	9	6	3	9	4	1	5	1	5
7	5	5	4	9	4	4	4	4	7	1
1	8	1	9	4	1	3	1	8	4	9

Matrix with Shuffled Column Indices:
10	1	0	2	8	6	3	9	4	7	5
8	1	0	9	6	4	10	7	2	5	3
7	6	9	4	10	0	3	1	8	2	5
3	2	9	1	7	8	4	5	0	6	10
7	1	5	0	10	4	9	3	2	6	8
6	9	4	3	0	2	1	10	5	8	7
2	5	7	4	3	0	6	8	1	9	10
3	9	1	7	5	2	4	8	10	0	6
3	0	4	8	6	7	2	9	10	5	1
7	4	6	1	0	3	8	9	10	2	5
10	3	8	4	1	9	5	6	7	0	2
