1;0.0;0.0;0.0
2;0.0;0.0;0.0
3;0.0;0.0;0.1
4;0.0;0.0;0.1
5;0.1;0.0;0.1
6;0.0;0.0;0.2
7;0.1;0.0;0.1
8;0.1;0.0;0.1
9;0.1;0.0;0.1
10;0.1;0.0;0.1
11;0.2;0.0;0.1
12;0.1;0.0;0.2
13;0.1;0.1;0.1
14;0.1;0.0;0.2
15;0.1;0.1;0.1
16;0.2;0.1;0.1
17;0.1;0.1;0.2
18;0.1;0.1;0.2
19;0.2;0.1;0.1
20;0.2;0.1;0.2
21;0.2;0.1;0.2
22;0.2;0.1;0.2
23;0.3;0.1;0.3
24;0.2;0.1;0.4
25;0.4;0.1;0.3
26;0.1;0.2;0.5
27;0.6;0.0;0.2
28;0.5;0.2;0.2
29;0.4;0.1;0.4
30;0.3;0.1;0.5
31;0.6;0.2;0.2
32;0.3;0.1;0.6
33;0.2;0.2;0.7
34;0.4;0.1;0.7
35;0.8;0.1;0.3
36;0.9;0.1;0.3
37;0.4;0.1;0.9
38;0.7;0.2;0.6
39;0.6;0.2;0.7
40;0.7;0.2;0.8
41;0.9;0.2;0.7
42;0.6;0.2;1.0
43;0.9;0.2;0.9
44;0.7;0.5;0.8
45;0.3;1.0;0.8
46;1.3;0.3;0.6
47;2.0;0.1;0.2
48;1.2;0.2;1.1
49;1.2;0.4;1.0
50;1.0;0.3;1.3
51;1.1;0.5;1.4
52;1.0;0.7;1.4
53;1.3;0.6;1.2
54;1.4;0.5;1.4
55;1.5;1.0;1.0
56;1.5;0.5;1.7
57;1.6;0.3;2.0
58;1.3;1.2;1.5
59;2.1;1.0;2.3
60;2.9;0.7;2.2
61;1.7;2.0;3.1
62;2.7;1.2;3.0
63;3.2;1.6;2.3
64;2.8;3.1;3.1
65;2.8;1.8;4.8
66;5.4;2.1;3.3
67;4.2;3.5;4.1
68;4.2;5.5;4.4
69;5.5;3.4;6.7
70;8.2;4.6;6.8
71;4.3;7.2;8.7
72;7.5;10.8;10.8
73;12.0;6.5;15.2
74;17.1;3.3;15.2
75;20.5;3.0;16.8
76;27.9;4.1;20.8
77;38.2;1.8;19.3
78;33.0;9.0;37.8
79;29.8;3.8;55.4
80;24.8;37.0;55.2
81;51.3;18.4;67.2
82;59.2;26.3;68.7
83;67.0;39.5;81.6
84;133.9;23.4;69.0
85;49.8;13.8;348.4
86;209.1;104.5;123.6
87;282.5;25.1;146.6
88;512.2;45.7;218.3
89;429.7;168.5;515.9
90;55.0;50.5;1200.1
91;206.7;499.6;1200.0
92;16.4;1201.5;1200.2
93;1200.1;185.7;1200.1
94;1202.1;526.4;1201.8
95;1200.0;1200.0;1200.1
96;1200.1;1200.1;1200.1
97;1200.2;1200.2;1200.2
98;1200.2;1200.2;1200.3
99;1201.4;1200.1;1200.1
100;1203.2;1200.2;1200.1
