11	11
Matrix with Random Values:
2	8	8	8	3	2	8	1	7	2	8
2	7	8	1	8	4	3	7	3	8	8
5	5	3	5	8	2	7	5	8	9	7
7	7	6	9	6	8	3	9	6	5	4
2	4	1	6	3	7	4	8	9	1	9
9	5	2	3	2	4	9	1	9	1	4
5	7	4	4	9	3	4	4	6	2	3
8	6	1	7	4	5	2	9	4	2	2
2	5	9	8	5	5	4	8	5	9	3
7	9	4	5	2	7	1	7	9	5	6
8	1	1	8	9	5	8	2	1	8	5

Matrix with Shuffled Column Indices:
1	3	8	0	6	9	2	5	10	7	4
5	6	2	4	3	8	9	0	1	10	7
9	5	0	4	1	7	8	2	6	10	3
8	10	7	6	2	4	1	3	0	5	9
10	2	5	7	9	8	6	4	1	3	0
6	1	10	4	2	5	0	8	3	9	7
2	4	0	3	10	6	1	5	8	7	9
2	6	3	7	5	4	1	8	9	10	0
2	5	6	10	3	7	9	4	8	1	0
1	7	3	2	5	6	10	0	8	9	4
1	9	5	3	0	2	7	8	10	4	6
