10	11
Matrix with Random Values:
8	4	9	3	2	2	7	5	8	3	7
8	3	1	6	4	7	2	7	6	1	6
8	2	6	9	9	3	9	4	8	7	9
4	3	5	1	5	8	4	3	6	2	1
9	1	6	8	6	7	7	8	4	2	8
6	1	6	3	2	1	3	4	1	3	2
1	3	8	8	8	8	7	2	7	9	2
6	9	4	6	9	1	6	3	8	5	7
7	8	4	8	3	6	9	1	4	7	5
2	4	3	3	6	5	8	4	9	6	5

Matrix with Shuffled Column Indices:
9	0	4	3	8	2	10	1	7	5	6
5	9	10	6	8	1	4	0	3	7	2
1	9	8	3	0	2	6	4	7	5	10
2	10	0	8	1	6	4	5	7	3	9
5	4	8	3	1	9	0	7	6	10	2
5	1	0	3	7	9	10	4	6	2	8
0	6	8	1	5	3	4	10	2	7	9
9	3	2	8	6	7	4	1	5	0	10
2	10	1	4	8	7	9	0	5	6	3
2	1	6	8	9	3	10	7	5	4	0
