11	11
Matrix with Random Values:
2	2	6	8	6	6	8	8	1	2	1
5	9	1	3	4	8	6	1	9	2	3
8	4	1	6	6	7	2	6	5	6	3
8	6	2	3	6	1	8	2	3	7	5
5	9	5	3	8	8	7	8	7	1	6
9	2	5	1	5	6	5	6	2	3	5
5	9	2	5	2	9	6	3	1	2	3
4	4	8	2	9	5	8	2	6	4	3
9	9	6	7	7	7	5	8	7	6	6
2	2	9	2	3	4	1	6	5	4	1
9	6	9	4	8	7	1	6	8	5	3

Matrix with Shuffled Column Indices:
7	0	5	10	3	9	4	1	2	6	8
3	6	4	2	9	8	10	1	0	5	7
8	5	2	4	3	0	6	10	7	1	9
8	3	10	4	0	5	7	2	6	9	1
10	3	6	1	8	7	2	9	5	0	4
9	6	5	1	3	4	8	10	0	2	7
7	1	10	4	6	5	3	9	8	0	2
5	0	6	2	4	1	7	10	3	8	9
10	5	1	9	7	3	0	8	6	4	2
8	4	6	3	10	9	2	0	7	5	1
7	9	10	2	0	4	5	1	3	6	8
