11	11
Matrix with Random Values:
4	7	4	7	7	7	1	6	9	7	2
2	5	6	7	1	5	2	8	2	4	5
4	3	8	7	6	7	5	4	4	4	4
9	2	5	5	3	6	5	8	9	2	4
1	6	4	1	5	3	4	7	8	5	8
4	2	8	4	1	7	1	1	5	2	4
9	9	5	2	6	8	8	4	1	5	6
7	7	4	8	1	4	4	7	8	6	4
3	2	5	1	3	4	9	7	8	1	3
4	7	7	4	9	6	2	8	6	5	6
8	5	2	8	9	6	6	5	2	7	8

Matrix with Shuffled Column Indices:
8	7	5	6	10	4	0	1	2	3	9
6	9	8	5	0	10	1	4	3	2	7
1	6	0	3	2	4	5	8	10	7	9
7	2	9	3	10	0	5	6	8	1	4
3	0	10	8	1	2	6	5	4	9	7
0	2	5	8	4	3	1	10	6	7	9
9	10	4	5	2	7	0	3	6	1	8
9	4	1	3	5	8	7	2	10	0	6
5	2	6	10	4	8	3	9	0	7	1
1	2	4	5	6	7	0	8	9	3	10
7	0	2	9	4	5	3	8	6	1	10
