10	11
Matrix with Random Values:
5	9	3	7	4	1	1	9	9	9	5
5	6	3	4	6	9	1	2	9	8	6
5	5	7	3	9	9	1	4	9	1	4
3	6	6	1	1	9	6	8	1	5	9
4	9	9	2	3	5	1	5	2	4	6
2	3	1	7	5	8	7	2	7	7	3
8	3	1	2	3	5	4	7	5	8	7
2	9	4	6	1	2	6	8	9	4	3
1	8	3	1	8	5	5	9	1	4	4
2	6	3	8	9	9	8	9	3	4	2

Matrix with Shuffled Column Indices:
10	4	8	2	9	5	6	0	3	1	7
7	1	6	4	3	10	0	2	9	5	8
0	9	5	7	2	10	4	1	3	6	8
6	5	0	2	1	7	3	9	10	4	8
9	1	8	10	3	5	2	4	6	0	7
2	5	6	8	9	10	0	4	3	7	1
9	10	5	0	3	6	1	4	2	8	7
10	5	0	1	4	2	8	6	7	3	9
5	10	3	4	0	1	7	8	6	2	9
5	7	9	6	8	10	3	1	2	0	4
